date,home_team,away_team,team_goals,player_team,own_goal,minute,player,assist1,assist2,OTgoal,ETgoal
"6/22/08","D.C. United","San Jose Earthquakes","D.C. United","D.C. United","FALSE",55,"Gonzalo Martinez","Marcelo Gallardo","",0,0
"5/31/08","Real Salt Lake","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",84,"John Cunliffe","Nick Garcia","Ned Grabavoy",0,0
"10/15/08","Houston Dynamo","San Jose Earthquakes","Houston Dynamo","Houston Dynamo","FALSE",6,"Stuart Holden","","",0,0
"5/17/08","New England Revolution","San Jose Earthquakes","New England Revolution","New England Revolution","FALSE",6,"Kheli Dube","Steve Ralston","Shalrie Joseph",0,0
"10/15/08","Houston Dynamo","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",68,"Scott Sealy","","",0,0
"4/3/08","LA Galaxy","San Jose Earthquakes","LA Galaxy","LA Galaxy","FALSE",37,"Landon Donovan","Alan Gordon","David Beckham",0,0
"6/7/08","Columbus Crew","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",10,"Ryan Johnson","Ronnie O'Brien","",0,0
"10/18/08","Sporting Kansas City","San Jose Earthquakes","Sporting Kansas City","Sporting Kansas City","FALSE",18,"Claudio Lopez","Abe Thompson","",0,0
"5/31/08","Real Salt Lake","San Jose Earthquakes","Real Salt Lake","Real Salt Lake","FALSE",60,"Javier Morales","Robbie Findley","",0,0
"10/18/08","Sporting Kansas City","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",71,"Shea Salinas","","",0,0
"5/23/09","Houston Dynamo","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",53,"Ryan Johnson","Chris Leitch","Cam Weaver",0,0
"6/7/09","FC Dallas","San Jose Earthquakes","FC Dallas","FC Dallas","FALSE",29,"David Ferreira","Jeff Cunningham","",0,0
"10/10/09","Toronto FC","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",93,"Cornell Glen","","",0,0
"10/17/09","Chivas USA","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",21,"Brandon McDonald","Chris Leitch","Shea Salinas",0,0
"4/5/09","Sporting Kansas City","San Jose Earthquakes","Sporting Kansas City","Sporting Kansas City","FALSE",78,"Claudio Lopez","Davy Arnaud","Herculez Gí_mez",0,0
"9/27/09","D.C. United","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",58,"Ramon Sanchez","","",0,0
"9/27/09","D.C. United","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",73,"Ryan Johnson","","",0,0
"9/23/09","Colorado Rapids","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","FALSE",93,"Conor Casey","","",0,0
"4/25/09","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",42,"Steve Zakuani","Tyrone Marshall","",0,0
"10/24/09","LA Galaxy","San Jose Earthquakes","LA Galaxy","LA Galaxy","FALSE",77,"Landon Donovan","Chris Klein","",0,0
"10/17/09","Chivas USA","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",58,"Ryan Johnson","Chris Leitch","",0,0
"6/7/09","FC Dallas","San Jose Earthquakes","San Jose Earthquakes","FC Dallas","TRUE",60,"Pablo Ricchetti","","",0,0
"6/7/09","FC Dallas","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",82,"Arturo Alvarez","","",0,0
"4/5/09","Sporting Kansas City","San Jose Earthquakes","Sporting Kansas City","Sporting Kansas City","FALSE",28,"Aaron Hohlbein","","",0,0
"10/24/09","LA Galaxy","San Jose Earthquakes","LA Galaxy","San Jose Earthquakes","TRUE",24,"Bobby Burling","","",0,0
"5/8/09","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",13,"Jorge Rojas","Carlos Johnson","Mac Kandji",0,0
"5/8/09","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",40,"Macoumba Kandji","","",0,0
"5/27/09","Columbus Crew","San Jose Earthquakes","Columbus Crew","Columbus Crew","FALSE",46,"Guillermo Barros Schelotto","Alejandro Moreno","Emmanuel Ekpo",0,0
"5/8/09","New York Red Bulls","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",45,"Ryan Johnson","Ramiro Corrales","",0,0
"5/27/09","Columbus Crew","San Jose Earthquakes","Columbus Crew","Columbus Crew","FALSE",29,"Eddie Gaven","Gino Padula","Eric Brunner",0,0
"7/18/09","Chicago Fire","San Jose Earthquakes","Chicago Fire","Chicago Fire","FALSE",82,"Patrick Nyarko","Cuauhtí©moc Blanco","",0,0
"5/23/09","Houston Dynamo","San Jose Earthquakes","Houston Dynamo","Houston Dynamo","FALSE",4,"Brian Ching","Brad Davis","",0,0
"8/29/09","New England Revolution","San Jose Earthquakes","New England Revolution","New England Revolution","FALSE",74,"Wells Thompson","Steve Ralston","",0,0
"10/17/09","Chivas USA","San Jose Earthquakes","Chivas USA","Chivas USA","FALSE",7,"Maykel Galindo","Sasha Kljestan","",0,0
"6/7/09","FC Dallas","San Jose Earthquakes","FC Dallas","FC Dallas","FALSE",87,"Kenny Cooper","Andrí© Rocha","Brek Shea",0,0
"8/29/09","New England Revolution","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",92,"Ramon Sanchez","Quincy Amarikwa","Ramiro Corrales",0,0
"5/8/09","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",22,"Juan Pablo Angel","Alberto Celades","Mac Kandji",0,0
"10/17/09","Chivas USA","San Jose Earthquakes","Chivas USA","Chivas USA","FALSE",66,"Justin Braun","Ante Jazic","",0,0
"9/27/09","D.C. United","San Jose Earthquakes","D.C. United","D.C. United","FALSE",26,"Jaime Moreno","Ben Olsen","Chris Pontius",0,0
"10/10/09","Toronto FC","San Jose Earthquakes","Toronto FC","Toronto FC","FALSE",47,"Nana Attakora","Dwayne De Rosario","",0,0
"4/25/09","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",50,"Brad Evans","Steve Zakuani","Nate Jaqua",0,0
"5/27/09","Columbus Crew","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",23,"Ryan Johnson","Eric Denton","Quincy Amarikwa",0,0
"7/3/09","Real Salt Lake","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",63,"Arturo Alvarez","Pablo Campos","",0,0
"8/29/09","New England Revolution","San Jose Earthquakes","New England Revolution","New England Revolution","FALSE",68,"Steve Ralston","Shalrie Joseph","",0,0
"5/23/09","Houston Dynamo","San Jose Earthquakes","Houston Dynamo","Houston Dynamo","FALSE",50,"Craig Waibel","Geoff Cameron","",0,0
"6/13/09","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",42,"Freddie Ljungberg","Fredy Montero","Sí©bastien Le Toux",0,0
"7/3/09","Real Salt Lake","San Jose Earthquakes","Real Salt Lake","San Jose Earthquakes","TRUE",91,"Chris Leitch","","",0,0
"5/23/09","Houston Dynamo","San Jose Earthquakes","Houston Dynamo","Houston Dynamo","FALSE",12,"Kei Kamara","Brad Davis","",0,0
"5/8/09","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",7,"Jorge Rojas","","",0,0
"9/23/09","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",67,"Chris Wondolowski","","",0,0
"6/13/09","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",68,"Darren Huckerby","Shea Salinas","Ryan Johnson",0,0
"7/18/09","Chicago Fire","San Jose Earthquakes","Chicago Fire","Chicago Fire","FALSE",92,"Cuauhtemoc Blanco","Wilman Conde","",0,0
"6/13/09","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",59,"Fredy Montero","Freddie Ljungberg","Patrick Ianni",0,0
"4/24/10","Chivas USA","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",93,"Steven Beitashour","","",0,0
"4/24/10","Chivas USA","San Jose Earthquakes","Chivas USA","Chivas USA","FALSE",54,"Justin Braun","Jonathan Bornstein","Mariano Trujillo",0,0
"9/5/10","Houston Dynamo","San Jose Earthquakes","Houston Dynamo","Houston Dynamo","FALSE",47,"Brad Davis","Brian Mullan","",0,1
"7/10/10","Philadelphia Union","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",90,"Arturo Alvarez","Bobby Convey","",0,0
"8/7/10","Colorado Rapids","San Jose Earthquakes","Colorado Rapids","San Jose Earthquakes","TRUE",26,"Jon Busch","","",0,0
"6/5/10","FC Dallas","San Jose Earthquakes","FC Dallas","FC Dallas","FALSE",60,"Brek Shea","","",0,0
"4/24/10","Chivas USA","San Jose Earthquakes","Chivas USA","Chivas USA","FALSE",87,"Chukwudi Chijindu","Michael Lahoud","",0,0
"7/22/10","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",72,"Brandon McDonald","","",0,0
"10/23/10","Sporting Kansas City","San Jose Earthquakes","Sporting Kansas City","Sporting Kansas City","FALSE",36,"Birahim Diop","Jonathan Leathers","",0,0
"6/5/10","FC Dallas","San Jose Earthquakes","FC Dallas","FC Dallas","FALSE",58,"Brek Shea","Heath Pearce","David Ferreira",0,0
"7/10/10","Philadelphia Union","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",45,"Cornell Glen","Chris Wondolowski","",0,0
"9/5/10","Houston Dynamo","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",6,"Khari Stephenson","Geovanni","",0,0
"9/25/10","Toronto FC","San Jose Earthquakes","Toronto FC","Toronto FC","FALSE",66,"Dwayne De Rosario","Mista","",0,0
"7/22/10","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",2,"Bobby Convey","","",0,0
"4/10/10","Chicago Fire","San Jose Earthquakes","Chicago Fire","Chicago Fire","FALSE",52,"Marco Pappa","Patrick Nyarko","Collins John",0,0
"4/10/10","Chicago Fire","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",49,"Arturo Alvarez","","",0,0
"10/23/10","Sporting Kansas City","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",70,"Chris Wondolowski","Ryan Johnson","Geovanni",0,0
"9/25/10","Toronto FC","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",67,"Chris Wondolowski","Bobby Convey","Ryan Johnson",0,0
"8/28/10","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",63,"Thierry Henry","Chris Albright","Dane Richards",0,0
"7/10/10","Philadelphia Union","San Jose Earthquakes","Philadelphia Union","Philadelphia Union","FALSE",14,"Fred","Danny Mwanga","",0,0
"10/9/10","D.C. United","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",45,"Chris Wondolowski","Tim Ward","",0,0
"10/9/10","D.C. United","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",55,"Chris Wondolowski","","",0,0
"7/22/10","LA Galaxy","San Jose Earthquakes","LA Galaxy","LA Galaxy","FALSE",59,"Edson Buddle","Landon Donovan","Todd Dunivant",0,0
"9/5/10","Houston Dynamo","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",64,"Geovanni","","",0,0
"9/25/10","Toronto FC","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",53,"Chris Wondolowski","Geovanni","Ryan Johnson",0,0
"8/28/10","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",46,"Dane Richards","Joel Lindpere","",0,1
"5/22/10","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",11,"Chris Wondolowski","Brandon McDonald","Bobby Burling",0,0
"4/24/10","Chivas USA","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",41,"Chris Wondolowski","","",0,0
"10/23/10","Sporting Kansas City","San Jose Earthquakes","Sporting Kansas City","Sporting Kansas City","FALSE",76,"Birahim Diop","Craig Rocastle","",0,0
"7/22/10","LA Galaxy","San Jose Earthquakes","LA Galaxy","LA Galaxy","FALSE",90,"Landon Donovan","","",0,0
"10/23/10","Sporting Kansas City","San Jose Earthquakes","Sporting Kansas City","San Jose Earthquakes","TRUE",92,"Eduardo","","",0,0
"10/23/10","Sporting Kansas City","San Jose Earthquakes","Sporting Kansas City","Sporting Kansas City","FALSE",60,"Birahim Diop","","",0,0
"4/24/10","Chivas USA","San Jose Earthquakes","Chivas USA","Chivas USA","FALSE",25,"Sacha Kljestan","Blair Gavin","",0,0
"9/25/10","Toronto FC","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",3,"Chris Wondolowski","","",0,0
"9/25/10","Toronto FC","San Jose Earthquakes","Toronto FC","Toronto FC","FALSE",79,"Maicon Santos","O'Brian White","Chad Barrett",0,0
"4/10/10","Chicago Fire","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",81,"Ike Opara","Bobby Convey","",0,0
"10/8/11","New England Revolution","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",8,"Chris Wondolowski","David Bingham","",0,0
"5/28/11","Chicago Fire","San Jose Earthquakes","Chicago Fire","Chicago Fire","FALSE",57,"Dominic Oduro","Cristian Nazarit","",0,0
"4/16/11","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",2,"Luke Rodgers","Dane Richards","",0,0
"7/6/11","Chivas USA","San Jose Earthquakes","Chivas USA","Chivas USA","FALSE",64,"Ben Zemanski","Justin Braun","",0,0
"4/16/11","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",87,"Thierry Henry","Luke Rodgers","",0,0
"5/28/11","Chicago Fire","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",49,"Ramiro Corrales","Anthony Ampaipitakwong","",0,0
"4/30/11","Philadelphia Union","San Jose Earthquakes","Philadelphia Union","Philadelphia Union","FALSE",77,"Sebastien Le Toux","","",0,0
"9/24/11","Colorado Rapids","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","FALSE",71,"Drew Moor","","",0,0
"8/20/11","LA Galaxy","San Jose Earthquakes","LA Galaxy","LA Galaxy","FALSE",21,"Robbie Keane","David Beckham","",0,0
"4/16/11","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",15,"Luke Rodgers","Thierry Henry","",0,0
"9/17/11","Houston Dynamo","San Jose Earthquakes","Houston Dynamo","Houston Dynamo","FALSE",48,"Brad Davis","","",0,0
"9/17/11","Houston Dynamo","San Jose Earthquakes","Houston Dynamo","Houston Dynamo","FALSE",80,"Will Bruin","Danny Cruz","Luiz Camargo",0,0
"6/11/11","D.C. United","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",22,"Steven Lenhart","","",0,0
"8/27/11","Toronto FC","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",87,"Chris Wondolowski","Bobby Burling","",0,0
"6/11/11","D.C. United","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",15,"Steven Lenhart","Sam Cronin","Khari Stephenson",0,0
"10/15/11","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",87,"Fredy Montero","Brad Evans","Lamar Neagle",0,0
"7/23/11","Real Salt Lake","San Jose Earthquakes","Real Salt Lake","Real Salt Lake","FALSE",78,"Kyle Beckerman","í?lvaro Saborí_o","",0,0
"6/11/11","D.C. United","San Jose Earthquakes","D.C. United","D.C. United","FALSE",34,"Blake Brettschneider","Chris Korb","",0,0
"7/6/11","Chivas USA","San Jose Earthquakes","Chivas USA","Chivas USA","FALSE",84,"Nick LaBrocca","Francisco Mendoza","",0,0
"7/23/11","Real Salt Lake","San Jose Earthquakes","Real Salt Lake","Real Salt Lake","FALSE",8,"Alvaro Saborio","","",0,0
"10/8/11","New England Revolution","San Jose Earthquakes","New England Revolution","New England Revolution","FALSE",55,"Benny Feilhaber","","",0,0
"6/17/11","Sporting Kansas City","San Jose Earthquakes","Sporting Kansas City","Sporting Kansas City","FALSE",31,"C.J. Sapong","Graham Zusi","",0,0
"8/27/11","Toronto FC","San Jose Earthquakes","Toronto FC","Toronto FC","FALSE",33,"Eric Avila","","",0,0
"9/21/11","Portland Timbers","San Jose Earthquakes","Portland Timbers","Portland Timbers","FALSE",9,"Kenny Cooper","Darlington Nagbe","",0,0
"10/15/11","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",82,"Sammy Ochoa","Mauro Rosales","",0,0
"10/8/11","New England Revolution","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",82,"Chris Wondolowski","Simon Dawkins","Sam Cronin",0,0
"5/28/11","Chicago Fire","San Jose Earthquakes","Chicago Fire","Chicago Fire","FALSE",80,"Cory Gibbs","Baggio HusidiÛˆ","",0,0
"3/26/11","FC Dallas","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",5,"Chris Wondolowski","Chris Leitch","",0,0
"6/11/11","D.C. United","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",60,"Steven Lenhart","Steven Beitashour","",0,0
"9/24/11","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",19,"Chris Wondolowski","","",0,0
"9/17/11","Houston Dynamo","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",40,"Khari Stephenson","Joey Gjertsen","Steven Beitashour",0,0
"8/20/11","LA Galaxy","San Jose Earthquakes","LA Galaxy","LA Galaxy","FALSE",90,"Mike Magee","Landon Donovan","Sean Franklin",0,0
"9/21/11","Portland Timbers","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",70,"Khari Stephenson","Rafael Baca","",0,0
"10/15/11","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",24,"Chris Wondolowski","Rafael Baca","",0,0
"3/26/11","FC Dallas","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",23,"Chris Wondolowski","Joey Gjertsen","",0,0
"6/11/11","D.C. United","San Jose Earthquakes","D.C. United","D.C. United","FALSE",13,"Andy Najar","Clyde Simms","Josh Wolff",0,0
"5/11/11","Vancouver Whitecaps","San Jose Earthquakes","Vancouver Whitecaps","Vancouver Whitecaps","FALSE",90,"Davide Chiumiento","Terry Dunfield","",0,0
"7/23/11","Real Salt Lake","San Jose Earthquakes","Real Salt Lake","Real Salt Lake","FALSE",83,"Jamison Olave","Kyle Beckerman","Arturo í?lvarez",0,0
"5/11/11","Vancouver Whitecaps","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",39,"Chris Wondolowski","Ryan Johnson","",0,0
"5/28/11","Chicago Fire","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",74,"Chris Wondolowski","Ramiro Corrales","Anthony Ampaipitakwong",0,0
"7/23/11","Real Salt Lake","San Jose Earthquakes","Real Salt Lake","Real Salt Lake","FALSE",63,"Alvaro Saborio","","",0,0
"6/11/11","D.C. United","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",49,"Simon Dawkins","Steven Lenhart","",0,0
"7/3/12","Portland Timbers","San Jose Earthquakes","Portland Timbers","Portland Timbers","FALSE",29,"Danny Mwanga","Franck Songo'o","",0,0
"7/3/12","Portland Timbers","San Jose Earthquakes","Portland Timbers","Portland Timbers","FALSE",59,"Jack Jewsbury","","",0,0
"9/22/12","Seattle Sounders","San Jose Earthquakes","Seattle Sounders","Seattle Sounders","FALSE",14,"Steve Zakuani","Sammy Ochoa","",0,0
"10/27/12","Portland Timbers","San Jose Earthquakes","Portland Timbers","Portland Timbers","FALSE",67,"Bright Dike","","",0,0
"7/3/12","Portland Timbers","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",74,"Alan Gordon","Marvin Chíçvez","",0,0
"10/27/12","Portland Timbers","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",24,"Chris Wondolowski","","",0,0
"10/6/12","Colorado Rapids","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","FALSE",92,"Andre Akpan","","",0,0
"4/14/12","New York Red Bulls","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",35,"Chris Wondolowski","Steven Beitashour","Shea Salinas",0,0
"7/22/12","Vancouver Whitecaps","San Jose Earthquakes","Vancouver Whitecaps","Vancouver Whitecaps","FALSE",20,"Dane Richards","Lee Young-Pyo","",0,0
"5/5/12","Vancouver Whitecaps","San Jose Earthquakes","Vancouver Whitecaps","Vancouver Whitecaps","FALSE",94,"Eric Hassli","Davide Chiumiento","",0,0
"6/20/12","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","Colorado Rapids","TRUE",83,"Hunter Freeman","","",0,0
"9/22/12","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",2,"Simon Dawkins","Alan Gordon","",0,0
"10/6/12","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",51,"Chris Wondolowski","","",0,0
"9/15/12","Chivas USA","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",49,"Alan Gordon","Justin Morrow","Chris Wondolowski",0,0
"6/20/12","Colorado Rapids","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","FALSE",18,"Brian Mullan","Hunter Freeman","",0,0
"3/24/12","Toronto FC","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",68,"Chris Wondolowski","Sam Cronin","Rafael Baca",0,0
"9/15/12","Chivas USA","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",40,"Chris Wondolowski","","",0,0
"3/24/12","Toronto FC","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",9,"Chris Wondolowski","Sam Cronin","",0,0
"5/23/12","LA Galaxy","San Jose Earthquakes","LA Galaxy","LA Galaxy","FALSE",73,"Mike Magee","David Beckham","",0,0
"10/6/12","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",83,"Chris Wondolowski","Sam Cronin","",0,0
"10/6/12","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",11,"Chris Wondolowski","Marvin Chíçvez","Rafael Baca",0,0
"3/31/12","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",24,"Chris Wondolowski","","",0,0
"7/22/12","Vancouver Whitecaps","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",38,"Alan Gordon","Marvin Chíçvez","",0,0
"5/23/12","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",82,"Khari Stephenson","","",0,0
"4/14/12","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",22,"Dax McCarty","Dane Richards","Kenny Cooper",0,0
"8/18/12","Montreal Impact","San Jose Earthquakes","Montreal Impact","Montreal Impact","FALSE",61,"Lamar Neagle","Patrice Bernier","",0,0
"5/5/12","Vancouver Whitecaps","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",15,"Chris Wondolowski","Marvin Chíçvez","",0,0
"6/23/12","Real Salt Lake","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",84,"Chris Wondolowski","Justin Morrow","Alan Gordon",0,0
"4/28/12","Philadelphia Union","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",93,"Steven Lenhart","Marvin Chíçvez","",0,0
"8/18/12","Montreal Impact","San Jose Earthquakes","Montreal Impact","Montreal Impact","FALSE",25,"Marco Di Vaio","Felipe Martins","",0,0
"5/23/12","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",76,"Steven Lenhart","Marvin Chíçvez","",0,0
"6/23/12","Real Salt Lake","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",75,"Alan Gordon","Ramiro Corrales","",0,0
"5/23/12","LA Galaxy","San Jose Earthquakes","LA Galaxy","LA Galaxy","FALSE",3,"Hector Jimenez","Vitor Gomes Pereira Jí?nior","Chad Barrett",0,0
"4/14/12","New York Red Bulls","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",14,"Rafael Baca","Chris Wondolowski","Khari Stephenson",0,0
"10/6/12","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",2,"Marvin Chavez","","",0,0
"8/18/12","Montreal Impact","San Jose Earthquakes","Montreal Impact","Montreal Impact","FALSE",72,"Patrice Bernier","","",0,0
"5/23/12","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",94,"Alan Gordon","Jason Herníçndez","",0,0
"3/24/12","Toronto FC","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",56,"Shea Salinas","Steven Beitashour","Marvin Chíçvez",0,0
"4/28/12","Philadelphia Union","San Jose Earthquakes","Philadelphia Union","Philadelphia Union","FALSE",83,"Gabriel Gomez","Danny Mwanga","",0,0
"4/14/12","New York Red Bulls","San Jose Earthquakes","New York Red Bulls","New York Red Bulls","FALSE",5,"Kenny Cooper","Roy Miller","Thierry Henry",0,0
"7/22/12","Vancouver Whitecaps","San Jose Earthquakes","Vancouver Whitecaps","Vancouver Whitecaps","FALSE",62,"Barry Robson","","",0,0
"6/20/12","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",92,"Chris Wondolowski","","",0,0
"4/28/12","Philadelphia Union","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",76,"Steven Lenhart","Chris Wondolowski","Marvin Chíçvez",0,0
"5/27/12","Sporting Kansas City","San Jose Earthquakes","Sporting Kansas City","Sporting Kansas City","FALSE",39,"Kei Kamara","Chance Myers","Michael Harrington",0,0
"6/23/12","Real Salt Lake","San Jose Earthquakes","Real Salt Lake","Real Salt Lake","FALSE",79,"Javier Morales","","",0,0
"5/27/12","Sporting Kansas City","San Jose Earthquakes","Sporting Kansas City","Sporting Kansas City","FALSE",5,"C.J. Sapong","Graham Zusi","Kei Kamara",0,0
"5/5/12","Vancouver Whitecaps","San Jose Earthquakes","Vancouver Whitecaps","Vancouver Whitecaps","FALSE",40,"Gershon Koffie","Camilo Da Silva Sanvezzo","",0,0
"8/18/12","Montreal Impact","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",23,"Chris Wondolowski","","",0,0
"5/27/12","Sporting Kansas City","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",72,"Simon Dawkins","Ramiro Corrales","",0,0
"9/22/12","Seattle Sounders","San Jose Earthquakes","San Jose Earthquakes","San Jose Earthquakes","FALSE",30,"Chris Wondolowski","Ví_ctor Berníçrdez","",0,0
"6/15/13","Colorado Rapids","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","FALSE",67,"Nathan Sturgis","Martí_n Rivero","Brian Mullan",0,0
